region,subcolony,assay,neutral,avoidance,pheidole_avoidance,proactive_attack,reactive_attack,chemicals,pheidole_attack,fight,spasm,phase,treatment
AR,6,1,0,5,1,0,0,0,3,0,0,treatment,OA
AR,6,2,2,2,1,0,0,0,1,0,0,treatment,OA
AR,6,3,0,1,0,0,1,0,2,1,0,treatment,OA
AR,6,4,4,1,1,0,0,0,3,0,0,treatment,OA
AR,6,5,4,5,1,0,1,0,5,0,0,treatment,OA
AR,6,6,1,1,2,2,0,2,1,0,1,treatment,OA
AR,6,7,0,0,1,2,0,0,1,1,0,treatment,OA
AR,6,8,1,4,4,1,1,3,2,0,0,treatment,OA
AR,25,1,1,3,1,3,1,2,5,1,0,treatment,OA_low_sugar
AR,25,2,2,1,0,1,2,1,3,2,0,treatment,OA_low_sugar
AR,25,3,0,0,4,4,0,1,0,1,0,treatment,OA_low_sugar
AR,25,4,4,2,0,0,0,0,0,0,0,treatment,OA_low_sugar
AR,25,5,0,2,1,1,0,2,3,0,0,treatment,OA_low_sugar
AR,25,6,0,5,6,3,0,1,0,0,0,treatment,OA_low_sugar
AR,25,7,2,2,2,5,2,1,8,1,0,treatment,OA_low_sugar
AR,25,8,0,4,2,0,0,5,4,0,0,treatment,OA_low_sugar
AR,10,1,0,4,1,0,0,1,1,0,0,treatment,OA
AR,10,2,1,5,4,1,0,1,2,0,0,treatment,OA
AR,10,3,1,3,0,0,0,0,2,0,0,treatment,OA
AR,10,4,1,3,3,1,1,3,5,0,1,treatment,OA
AR,10,5,1,1,2,0,1,2,4,0,0,treatment,OA
AR,10,6,0,1,6,3,1,6,4,1,0,treatment,OA
AR,10,7,0,6,0,0,0,2,6,0,0,treatment,OA
AR,10,8,2,2,0,0,0,1,2,0,0,treatment,OA
AR,29,1,0,0,0,0,1,0,1,1,0,treatment,OA_low_sugar
AR,29,2,1,2,1,0,0,1,3,0,0,treatment,OA_low_sugar
AR,29,3,0,1,1,0,0,2,1,0,0,treatment,OA_low_sugar
AR,29,4,0,3,0,0,1,0,3,0,0,treatment,OA_low_sugar
AR,29,5,1,0,3,2,2,1,4,1,0,treatment,OA_low_sugar
AR,29,6,0,3,2,1,1,0,5,0,1,treatment,OA_low_sugar
AR,29,7,1,1,0,0,0,0,1,0,0,treatment,OA_low_sugar
AR,29,8,1,4,3,1,1,2,3,0,0,treatment,OA_low_sugar
AR,23,1,0,0,0,0,1,0,1,1,0,treatment,OA_low_sugar
AR,23,2,2,4,2,0,0,2,2,0,0,treatment,OA_low_sugar
AR,23,3,2,2,4,1,0,5,5,0,0,treatment,OA_low_sugar
AR,23,4,1,3,0,3,1,0,5,1,0,treatment,OA_low_sugar
AR,23,5,1,2,6,4,1,8,4,0,0,treatment,OA_low_sugar
AR,23,6,0,1,0,1,3,1,4,1,0,treatment,OA_low_sugar
AR,23,7,0,6,1,0,0,0,4,0,0,treatment,OA_low_sugar
AR,23,8,0,1,2,3,0,4,1,0,0,treatment,OA_low_sugar
AR,11,1,0,1,3,0,0,0,0,0,0,treatment,low_sugar
AR,11,2,0,4,1,0,0,0,6,0,0,treatment,low_sugar
AR,11,3,0,4,2,0,0,1,4,0,0,treatment,low_sugar
AR,11,4,0,4,3,0,0,0,0,0,0,treatment,low_sugar
AR,11,5,2,4,0,0,0,0,2,0,0,treatment,low_sugar
AR,11,6,1,0,2,0,0,1,0,0,0,treatment,low_sugar
AR,11,7,0,2,0,0,0,1,2,0,0,treatment,low_sugar
AR,11,8,0,3,0,0,0,0,6,0,0,treatment,low_sugar
AR,3,1,0,2,0,2,0,0,3,2,0,treatment,low_sugar
AR,3,2,1,3,3,0,0,1,3,0,0,treatment,low_sugar
AR,3,3,0,1,0,0,0,1,2,0,0,treatment,low_sugar
AR,3,4,1,6,2,2,0,3,5,1,0,treatment,low_sugar
AR,3,5,0,2,1,0,0,0,1,0,0,treatment,low_sugar
AR,3,6,1,6,2,1,0,2,4,0,0,treatment,low_sugar
AR,3,7,1,7,2,3,2,1,7,1,0,treatment,low_sugar
AR,3,8,0,4,1,0,0,0,3,0,0,treatment,low_sugar
AR,14,1,0,1,1,0,0,3,1,0,1,treatment,OA
AR,14,2,1,0,0,1,1,0,3,2,0,treatment,OA
AR,14,3,0,2,1,0,0,1,2,0,0,treatment,OA
AR,14,4,1,0,0,1,0,0,2,1,0,treatment,OA
AR,14,5,2,5,2,0,0,1,1,0,0,treatment,OA
AR,14,6,1,0,0,1,0,0,1,1,0,treatment,OA
AR,14,7,0,5,5,0,0,1,4,0,0,treatment,OA
AR,14,8,1,1,3,1,1,0,2,0,0,treatment,OA
AR,5,1,1,4,3,0,1,0,1,0,1,treatment,low_sugar
AR,5,2,0,2,1,0,0,3,3,0,0,treatment,low_sugar
AR,5,3,0,5,1,0,1,2,5,0,0,treatment,low_sugar
AR,5,4,1,2,2,11,1,1,2,0,1,treatment,low_sugar
AR,5,5,2,3,2,0,0,3,3,0,0,treatment,low_sugar
AR,5,6,0,4,3,3,0,3,3,0,0,treatment,low_sugar
AR,5,7,0,1,1,4,0,0,1,2,0,treatment,low_sugar
AR,5,8,0,4,6,0,0,5,5,0,1,treatment,low_sugar
AR,9,1,0,7,4,0,0,4,5,0,0,treatment,low_sugar
AR,9,2,1,6,3,0,0,1,4,0,0,treatment,low_sugar
AR,9,3,0,3,1,0,0,0,1,0,0,treatment,low_sugar
AR,9,4,0,5,1,0,0,1,4,0,0,treatment,low_sugar
AR,9,5,0,2,1,0,0,1,2,0,0,treatment,low_sugar
AR,9,6,0,1,1,1,0,1,2,1,0,treatment,low_sugar
AR,9,7,1,0,3,0,0,0,0,0,0,treatment,low_sugar
AR,9,8,0,2,1,0,0,2,1,0,0,treatment,low_sugar
AR,19,1,1,4,2,1,1,1,7,2,0,treatment,OA_low_sugar
AR,19,2,0,2,0,0,1,0,3,1,0,treatment,OA_low_sugar
AR,19,3,0,1,3,1,0,2,2,1,0,treatment,OA_low_sugar
AR,19,4,4,2,8,0,0,4,0,0,0,treatment,OA_low_sugar
AR,19,5,1,0,1,1,1,0,2,2,0,treatment,OA_low_sugar
AR,19,6,1,2,1,0,0,0,1,0,0,treatment,OA_low_sugar
AR,19,7,1,3,1,0,0,1,1,0,0,treatment,OA_low_sugar
AR,19,8,0,3,5,0,0,1,2,0,0,treatment,OA_low_sugar
AR,32,1,3,2,4,0,0,1,1,0,0,treatment,control
AR,32,2,0,2,1,0,0,1,0,0,0,treatment,control
AR,32,3,0,4,1,0,0,0,2,0,0,treatment,control
AR,32,4,1,0,3,2,1,1,3,1,0,treatment,control
AR,32,5,1,3,0,1,0,1,2,2,0,treatment,control
AR,32,6,1,0,1,1,0,0,0,0,0,treatment,control
AR,32,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,control
AR,32,8,0,1,1,0,1,1,2,0,0,treatment,control
AR,7,1,1,4,4,0,0,0,3,0,0,treatment,low_sugar
AR,7,2,0,3,2,0,0,2,3,0,0,treatment,low_sugar
AR,7,3,0,0,0,2,0,0,2,2,0,treatment,low_sugar
AR,7,4,0,4,2,1,0,4,2,0,0,treatment,low_sugar
AR,7,5,1,1,2,0,2,1,2,0,0,treatment,low_sugar
AR,7,6,0,4,1,0,0,0,5,0,0,treatment,low_sugar
AR,7,7,0,0,2,1,0,0,0,0,0,treatment,low_sugar
AR,7,8,2,0,0,0,0,0,0,0,0,treatment,low_sugar
AR,18,1,1,1,1,1,1,1,2,0,0,treatment,control
AR,18,2,1,4,2,0,0,0,3,0,0,treatment,control
AR,18,3,1,2,3,0,1,0,1,0,0,treatment,control
AR,18,4,0,2,3,0,0,2,1,0,0,treatment,control
AR,18,5,1,0,1,1,0,0,1,1,0,treatment,control
AR,18,6,1,1,1,0,0,0,1,0,0,treatment,control
AR,18,7,4,1,1,0,0,3,2,0,0,treatment,control
AR,18,8,1,2,1,0,0,2,1,0,0,treatment,control
AR,27,1,2,2,5,0,0,0,0,0,0,treatment,OA_low_sugar
AR,27,2,0,1,2,0,0,1,1,0,0,treatment,OA_low_sugar
AR,27,3,1,0,1,0,0,0,0,0,0,treatment,OA_low_sugar
AR,27,4,3,5,2,2,0,1,3,0,0,treatment,OA_low_sugar
AR,27,5,1,1,2,1,0,0,0,0,0,treatment,OA_low_sugar
AR,27,6,0,3,0,1,0,0,0,0,0,treatment,OA_low_sugar
AR,27,7,1,1,2,1,0,0,2,1,0,treatment,OA_low_sugar
AR,27,8,0,0,5,8,2,2,3,0,0,treatment,OA_low_sugar
AR,21,1,1,0,1,0,1,0,1,1,0,treatment,OA_low_sugar
AR,21,2,0,4,0,0,0,0,0,0,0,treatment,OA_low_sugar
AR,21,3,3,2,3,0,1,0,0,0,0,treatment,OA_low_sugar
AR,21,4,0,3,2,0,0,0,1,0,0,treatment,OA_low_sugar
AR,21,5,3,2,3,4,2,2,6,2,0,treatment,OA_low_sugar
AR,21,6,0,4,1,0,0,2,3,0,0,treatment,OA_low_sugar
AR,21,7,0,3,1,1,0,0,4,0,0,treatment,OA_low_sugar
AR,21,8,0,0,0,0,1,0,1,1,0,treatment,OA_low_sugar
AR,2,1,1,3,3,2,1,1,2,0,0,treatment,OA
AR,2,2,0,3,8,1,1,3,4,0,0,treatment,OA
AR,2,3,0,6,0,0,0,1,4,0,0,treatment,OA
AR,2,4,1,4,2,0,0,0,1,0,0,treatment,OA
AR,2,5,0,1,0,1,0,0,2,1,0,treatment,OA
AR,2,6,0,0,0,2,0,0,2,2,0,treatment,OA
AR,2,7,0,3,1,0,0,1,3,0,0,treatment,OA
AR,2,8,0,2,1,1,0,0,2,1,0,treatment,OA
AR,15,1,1,2,1,0,0,0,0,0,0,treatment,low_sugar
AR,15,2,0,1,1,1,1,0,2,0,0,treatment,low_sugar
AR,15,3,2,0,2,0,0,0,0,0,0,treatment,low_sugar
AR,15,4,1,2,1,1,0,3,4,0,0,treatment,low_sugar
AR,15,5,0,3,0,0,0,0,2,0,0,treatment,low_sugar
AR,15,6,1,3,2,0,0,0,2,0,0,treatment,low_sugar
AR,15,7,0,3,3,0,0,0,2,0,0,treatment,low_sugar
AR,15,8,0,0,1,1,1,3,3,1,0,treatment,low_sugar
AR,24,1,2,2,0,1,0,2,4,0,0,treatment,control
AR,24,2,0,1,1,0,0,2,2,0,0,treatment,control
AR,24,3,0,2,1,0,0,0,2,0,0,treatment,control
AR,24,4,1,1,3,0,0,3,1,0,0,treatment,control
AR,24,5,0,1,2,0,1,0,3,0,0,treatment,control
AR,24,6,2,3,2,0,1,3,4,0,0,treatment,control
AR,24,7,2,0,0,0,0,0,0,0,0,treatment,control
AR,24,8,0,1,1,0,0,1,0,0,0,treatment,control
AR,26,1,1,0,2,1,0,0,1,0,0,treatment,control
AR,26,2,0,1,1,0,0,1,1,0,0,treatment,control
AR,26,3,0,0,3,0,0,3,2,0,0,treatment,control
AR,26,4,0,5,1,0,0,2,5,0,0,treatment,control
AR,26,5,0,2,2,0,0,3,1,0,0,treatment,control
AR,26,6,0,1,4,2,1,1,1,0,0,treatment,control
AR,26,7,0,0,6,2,0,4,0,0,0,treatment,control
AR,26,8,0,4,2,0,0,1,0,0,0,treatment,control
AR,8,1,0,0,0,0,1,0,1,0,0,treatment,OA
AR,8,2,1,2,2,1,0,2,2,0,0,treatment,OA
AR,8,3,2,1,1,0,0,2,0,0,0,treatment,OA
AR,8,4,0,0,0,1,0,0,1,0,0,treatment,OA
AR,8,5,0,1,1,2,0,2,3,1,1,treatment,OA
AR,8,6,0,0,1,1,1,1,2,1,0,treatment,OA
AR,8,7,0,3,1,0,0,1,3,0,0,treatment,OA
AR,8,8,1,0,1,1,0,0,0,0,0,treatment,OA
AR,20,1,2,1,4,0,0,3,1,0,0,treatment,control
AR,20,2,0,1,3,2,0,5,4,0,2,treatment,control
AR,20,3,1,2,3,1,0,0,1,0,0,treatment,control
AR,20,4,0,2,0,0,1,1,2,0,0,treatment,control
AR,20,5,0,2,1,0,1,0,1,0,0,treatment,control
AR,20,6,0,0,1,1,1,0,3,2,0,treatment,control
AR,20,7,1,1,1,1,1,0,1,1,0,treatment,control
AR,20,8,0,1,1,0,0,0,0,0,0,treatment,control
AR,31,1,0,0,1,1,0,0,1,1,0,treatment,OA_low_sugar
AR,31,2,0,2,0,0,0,1,3,0,0,treatment,OA_low_sugar
AR,31,3,2,3,2,0,0,0,0,0,0,treatment,OA_low_sugar
AR,31,4,1,0,0,1,0,0,1,1,0,treatment,OA_low_sugar
AR,31,5,1,4,0,0,0,0,3,0,0,treatment,OA_low_sugar
AR,31,6,2,0,0,0,0,0,0,0,0,treatment,OA_low_sugar
AR,31,7,0,2,0,3,2,0,3,1,0,treatment,OA_low_sugar
AR,31,8,1,0,1,0,0,0,0,0,0,treatment,OA_low_sugar
AR,12,1,0,4,4,0,2,0,3,0,0,treatment,OA
AR,12,2,0,3,0,0,0,0,3,0,0,treatment,OA
AR,12,3,1,2,1,0,0,0,0,0,0,treatment,OA
AR,12,4,0,0,0,0,1,0,1,1,0,treatment,OA
AR,12,5,0,0,1,1,1,0,2,1,0,treatment,OA
AR,12,6,0,1,3,3,1,2,3,0,1,treatment,OA
AR,12,7,1,1,0,0,0,0,0,0,0,treatment,OA
AR,12,8,0,3,0,0,0,0,2,0,0,treatment,OA
AR,4,1,1,0,1,0,0,0,0,0,0,treatment,OA
AR,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,OA
AR,4,3,1,0,2,0,0,1,0,0,0,treatment,OA
AR,4,4,0,0,1,0,1,1,2,0,0,treatment,OA
AR,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,OA
AR,4,6,0,0,0,0,0,0,1,1,0,treatment,OA
AR,4,7,1,1,1,0,0,0,0,0,0,treatment,OA
AR,4,8,0,0,0,0,1,0,1,1,0,treatment,OA
AR,13,1,4,3,1,0,1,4,4,0,0,treatment,low_sugar
AR,13,2,0,3,1,1,0,3,2,0,0,treatment,low_sugar
AR,13,3,0,3,1,0,1,1,2,0,0,treatment,low_sugar
AR,13,4,1,4,1,0,1,0,1,0,0,treatment,low_sugar
AR,13,5,0,3,0,0,0,0,0,0,0,treatment,low_sugar
AR,13,6,0,0,0,2,0,0,2,1,0,treatment,low_sugar
AR,13,7,0,0,2,2,1,0,2,2,0,treatment,low_sugar
AR,13,8,0,1,2,4,0,0,2,3,0,treatment,low_sugar
AR,17,1,0,5,0,0,0,0,3,0,0,treatment,OA_low_sugar
AR,17,2,1,0,3,1,0,3,0,0,0,treatment,OA_low_sugar
AR,17,3,1,1,0,0,0,0,1,0,0,treatment,OA_low_sugar
AR,17,4,1,2,1,0,0,0,1,0,0,treatment,OA_low_sugar
AR,17,5,1,1,1,0,0,0,1,0,0,treatment,OA_low_sugar
AR,17,6,1,0,2,0,1,1,1,0,0,treatment,OA_low_sugar
AR,17,7,1,2,1,0,2,0,4,0,0,treatment,OA_low_sugar
AR,17,8,1,1,3,1,1,1,2,0,0,treatment,OA_low_sugar
AR,28,1,1,1,2,0,0,0,0,0,0,treatment,control
AR,28,2,0,6,0,0,1,1,3,0,0,treatment,control
AR,28,3,1,2,1,0,0,1,1,0,0,treatment,control
AR,28,4,0,1,1,0,0,1,1,0,0,treatment,control
AR,28,5,2,3,0,0,0,0,0,0,0,treatment,control
AR,28,6,0,2,2,2,1,1,2,1,1,treatment,control
AR,28,7,0,0,1,1,1,0,2,1,0,treatment,control
AR,28,8,0,0,2,4,0,0,0,0,0,treatment,control
AR,1,1,3,1,2,1,0,0,0,0,0,treatment,low_sugar
AR,1,2,1,4,4,1,0,0,0,0,0,treatment,low_sugar
AR,1,3,1,0,1,0,1,1,1,1,0,treatment,low_sugar
AR,1,4,0,1,0,1,0,0,1,1,0,treatment,low_sugar
AR,1,5,0,0,0,0,1,0,1,1,0,treatment,low_sugar
AR,1,6,1,5,3,0,0,0,1,0,0,treatment,low_sugar
AR,1,7,1,3,2,0,0,1,4,0,0,treatment,low_sugar
AR,1,8,2,1,2,0,0,1,1,0,0,treatment,low_sugar
AR,16,1,0,1,0,1,2,0,2,1,0,treatment,OA
AR,16,2,1,1,2,0,0,0,1,0,0,treatment,OA
AR,16,3,1,2,5,5,1,0,1,0,0,treatment,OA
AR,16,4,0,3,3,0,0,0,0,0,0,treatment,OA
AR,16,5,1,1,4,4,0,0,1,0,0,treatment,OA
AR,16,6,1,3,2,0,0,4,2,0,0,treatment,OA
AR,16,7,0,0,2,2,1,0,3,1,0,treatment,OA
AR,16,8,0,1,2,1,0,0,0,0,0,treatment,OA
AR,22,1,1,0,1,5,0,1,1,2,0,treatment,control
AR,22,2,1,3,2,0,0,0,0,0,0,treatment,control
AR,22,3,1,5,2,0,0,0,3,0,0,treatment,control
AR,22,4,0,3,1,0,0,0,1,0,0,treatment,control
AR,22,5,0,4,0,0,0,0,4,0,0,treatment,control
AR,22,6,0,1,2,0,0,2,2,0,0,treatment,control
AR,22,7,0,2,0,0,0,0,0,0,0,treatment,control
AR,22,8,0,6,0,0,0,0,3,0,0,treatment,control
AR,30,1,1,0,3,2,0,0,0,0,0,treatment,control
AR,30,2,3,1,2,0,0,0,0,0,0,treatment,control
AR,30,3,1,5,2,0,0,1,2,0,0,treatment,control
AR,30,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,treatment,control
AR,30,5,0,1,3,0,0,1,2,0,0,treatment,control
AR,30,6,0,4,0,0,0,0,1,0,0,treatment,control
AR,30,7,2,2,1,0,0,0,0,0,0,treatment,control
AR,30,8,1,2,1,0,0,1,0,0,0,treatment,control
OZ,32,1,1,0,0,1,0,0,1,1,0,treatment,control
OZ,32,2,0,2,0,0,0,1,2,0,0,treatment,control
OZ,32,3,0,0,0,1,0,0,1,1,0,treatment,control
OZ,32,4,0,2,0,0,0,0,1,0,1,treatment,control
OZ,32,5,0,0,0,0,1,0,1,1,0,treatment,control
OZ,32,6,0,1,0,0,0,0,1,0,0,treatment,control
OZ,32,7,1,1,0,0,0,0,2,0,0,treatment,control
OZ,32,8,0,2,0,0,0,0,2,0,0,treatment,control
OZ,31,1,1,0,0,1,0,0,2,1,0,treatment,low_sugar
OZ,31,2,0,4,0,0,0,0,1,0,0,treatment,low_sugar
OZ,31,3,0,4,0,0,1,0,3,1,1,treatment,low_sugar
OZ,31,4,0,0,0,1,2,0,2,1,0,treatment,low_sugar
OZ,31,5,0,1,2,2,2,2,2,0,2,treatment,low_sugar
OZ,31,6,0,0,0,0,1,0,1,1,0,treatment,low_sugar
OZ,31,7,0,0,0,2,2,0,4,2,0,treatment,low_sugar
OZ,31,8,0,3,0,0,0,12,3,0,0,treatment,low_sugar
OZ,30,1,1,0,1,2,1,1,2,2,0,treatment,OA_low_sugar
OZ,30,2,0,3,0,0,0,2,2,0,1,treatment,OA_low_sugar
OZ,30,3,0,4,0,1,0,0,3,0,0,treatment,OA_low_sugar
OZ,30,4,0,9,0,0,1,7,9,0,0,treatment,OA_low_sugar
OZ,30,5,1,0,0,0,0,0,0,0,0,treatment,OA_low_sugar
OZ,30,6,1,0,2,0,0,5,2,0,0,treatment,OA_low_sugar
OZ,30,7,2,1,1,0,0,0,0,0,0,treatment,OA_low_sugar
OZ,30,8,0,0,1,1,1,2,2,1,1,treatment,OA_low_sugar
OZ,29,1,0,2,0,2,1,1,3,1,0,treatment,control
OZ,29,2,0,0,0,0,1,0,1,1,0,treatment,control
OZ,29,3,0,2,0,0,1,0,2,0,0,treatment,control
OZ,29,4,2,1,2,7,1,0,4,3,0,treatment,control
OZ,29,5,0,0,0,1,0,0,1,1,0,treatment,control
OZ,29,6,0,0,0,0,1,0,1,1,0,treatment,control
OZ,29,7,1,3,0,1,1,0,4,1,1,treatment,control
OZ,29,8,0,3,0,3,1,1,7,2,0,treatment,control
OZ,28,1,0,0,0,1,1,0,2,2,0,treatment,OA
OZ,28,2,0,2,0,0,1,0,3,1,0,treatment,OA
OZ,28,3,0,0,0,2,1,1,2,2,0,treatment,OA
OZ,28,4,0,0,0,1,0,0,1,1,0,treatment,OA
OZ,28,5,0,3,0,0,0,0,0,0,0,treatment,OA
OZ,28,6,0,0,1,0,1,0,1,1,0,treatment,OA
OZ,28,7,0,2,0,3,1,1,5,2,0,treatment,OA
OZ,28,8,0,2,0,0,1,1,4,1,0,treatment,OA
OZ,27,1,0,0,0,1,0,0,1,1,0,treatment,OA_low_sugar
OZ,27,2,0,0,0,1,0,0,1,1,0,treatment,OA_low_sugar
OZ,27,3,0,0,0,1,0,0,1,1,0,treatment,OA_low_sugar
OZ,27,4,0,0,0,1,0,0,1,1,0,treatment,OA_low_sugar
OZ,27,5,0,2,0,2,1,0,4,2,0,treatment,OA_low_sugar
OZ,27,6,1,3,2,3,1,1,5,0,0,treatment,OA_low_sugar
OZ,27,7,4,1,1,3,0,0,2,0,2,treatment,OA_low_sugar
OZ,27,8,2,0,1,2,1,1,2,0,0,treatment,OA_low_sugar
OZ,26,1,0,6,0,0,0,0,5,0,0,treatment,low_sugar
OZ,26,2,0,4,0,0,0,0,5,0,0,treatment,low_sugar
OZ,26,3,1,1,0,0,0,2,1,0,0,treatment,low_sugar
OZ,26,4,0,2,0,2,0,2,2,1,0,treatment,low_sugar
OZ,26,5,1,4,0,1,0,0,2,0,0,treatment,low_sugar
OZ,26,6,1,1,0,1,0,3,1,0,0,treatment,low_sugar
OZ,26,7,1,1,0,0,0,0,0,0,0,treatment,low_sugar
OZ,26,8,0,0,1,0,0,3,3,0,0,treatment,low_sugar
OZ,25,1,0,0,2,3,2,0,2,2,0,treatment,OA
OZ,25,2,0,3,0,0,0,0,0,0,0,treatment,OA
OZ,25,3,0,1,1,0,0,0,3,1,0,treatment,OA
OZ,25,4,0,2,0,2,1,0,3,1,0,treatment,OA
OZ,25,5,0,3,0,1,0,3,5,1,0,treatment,OA
OZ,25,6,0,1,0,1,1,1,2,0,0,treatment,OA
OZ,25,7,0,1,0,1,0,0,1,1,0,treatment,OA
OZ,25,8,1,2,0,0,0,3,3,0,0,treatment,OA
OZ,24,1,0,0,0,1,0,0,1,1,1,treatment,low_sugar
OZ,24,2,0,9,1,1,1,3,8,0,0,treatment,low_sugar
OZ,24,3,0,0,0,1,0,0,1,1,0,treatment,low_sugar
OZ,24,4,2,1,2,4,0,3,2,0,1,treatment,low_sugar
OZ,24,5,1,0,0,3,0,2,3,1,0,treatment,low_sugar
OZ,24,6,1,0,0,1,0,0,1,1,0,treatment,low_sugar
OZ,24,7,0,0,0,1,0,0,1,1,0,treatment,low_sugar
OZ,24,8,0,1,1,1,1,0,2,0,0,treatment,low_sugar
OZ,23,1,0,0,0,1,0,0,1,1,0,treatment,OA
OZ,23,2,0,2,0,3,0,0,2,0,0,treatment,OA
OZ,23,3,0,0,0,3,1,0,3,1,0,treatment,OA
