region,subcolony,assay,neutral,avoidance,pheidole_avoidance,proactive_attack,reactive_attack,chemicals,pheidole_attack,fight,spasm,phase,treatment
AR,5,4,0,1,3,2,1,0,1,0,0,treward,low_sugar
AR,5,5,0,3,3,1,0,1,1,0,0,treward,low_sugar
AR,5,6,1,1,1,3,0,1,0,0,2,treward,low_sugar
AR,5,7,0,0,2,0,0,0,0,0,0,treward,low_sugar
AR,5,8,0,1,1,0,0,1,0,0,0,treward,low_sugar
AR,24,1,2,1,2,0,0,0,1,0,0,treward,control
AR,24,2,1,1,2,0,0,1,0,0,0,treward,control
AR,24,3,0,2,5,1,0,1,0,0,0,treward,control
AR,24,4,2,0,0,0,0,0,0,0,0,treward,control
AR,24,5,1,2,2,0,0,1,0,0,0,treward,control
AR,24,6,2,0,2,0,0,0,0,0,0,treward,control
AR,24,7,0,3,0,0,0,0,0,0,0,treward,control
AR,24,8,0,0,0,0,0,0,0,0,0,treward,control
AR,25,1,2,0,0,0,0,0,0,0,0,treward,OA_low_sugar
AR,25,2,1,0,5,7,0,5,1,1,0,treward,OA_low_sugar
AR,25,3,0,0,0,0,0,0,0,0,0,treward,OA_low_sugar
AR,25,4,0,0,0,1,0,0,0,1,0,treward,OA_low_sugar
AR,25,5,0,7,0,0,0,0,5,2,0,treward,OA_low_sugar
AR,25,6,0,0,0,1,0,0,2,2,0,treward,OA_low_sugar
AR,25,7,0,2,3,2,0,0,0,0,0,treward,OA_low_sugar
AR,25,8,0,0,0,1,0,0,1,1,0,treward,OA_low_sugar
AR,6,1,2,1,2,1,0,0,0,0,0,treward,OA
AR,6,2,0,5,0,0,0,0,0,0,0,treward,OA
AR,6,3,1,6,4,2,0,0,0,0,0,treward,OA
AR,6,4,0,3,2,0,0,0,1,0,0,treward,OA
AR,6,5,3,0,0,0,0,0,0,0,0,treward,OA
AR,6,6,1,0,0,0,0,0,0,0,0,treward,OA
AR,6,7,0,4,1,0,0,0,1,0,0,treward,OA
AR,6,8,1,1,1,0,0,0,0,0,0,treward,OA
AR,3,1,2,2,4,0,0,1,0,0,0,treward,low_sugar
AR,3,2,2,1,3,1,0,0,0,0,0,treward,low_sugar
AR,3,3,1,4,2,2,0,1,1,0,0,treward,low_sugar
AR,3,4,2,2,5,4,0,3,1,0,0,treward,low_sugar
AR,3,5,0,7,1,2,0,1,3,0,0,treward,low_sugar
AR,3,6,0,0,2,2,0,2,0,1,0,treward,low_sugar
AR,3,7,0,2,2,0,0,1,0,0,0,treward,low_sugar
AR,3,8,1,5,2,1,0,0,1,0,0,treward,low_sugar
AR,18,1,0,1,0,0,0,0,2,1,0,treward,control
AR,18,2,0,2,1,0,0,1,0,0,0,treward,control
AR,18,3,0,3,3,0,0,0,2,0,0,treward,control
AR,18,4,0,1,3,2,0,0,0,0,1,treward,control
AR,18,5,0,2,4,4,0,0,1,0,0,treward,control
AR,18,6,1,5,8,2,1,3,1,0,0,treward,control
AR,18,7,1,5,3,0,0,4,5,0,0,treward,control
AR,18,8,1,3,4,0,1,0,3,0,0,treward,control
AR,29,1,0,5,0,0,0,1,1,0,0,treward,OA_low_sugar
AR,29,2,0,4,3,0,0,0,2,0,0,treward,OA_low_sugar
AR,29,3,0,3,0,1,0,1,3,3,0,treward,OA_low_sugar
AR,29,4,1,2,1,0,0,1,0,0,0,treward,OA_low_sugar
AR,29,5,0,0,1,0,0,0,0,0,0,treward,OA_low_sugar
AR,29,6,1,1,0,0,0,0,0,0,0,treward,OA_low_sugar
AR,29,7,2,0,0,0,0,0,0,0,0,treward,OA_low_sugar
AR,29,8,0,0,0,0,1,0,1,1,0,treward,OA_low_sugar
AR,10,1,2,0,2,3,0,0,0,0,0,treward,OA
AR,10,2,0,2,2,3,0,2,4,2,0,treward,OA
AR,10,3,7,2,1,2,0,0,1,0,0,treward,OA
AR,10,4,4,3,2,0,1,0,2,0,0,treward,OA
AR,10,5,0,2,6,3,0,4,2,1,0,treward,OA
AR,10,6,2,2,1,4,1,0,3,1,0,treward,OA
AR,10,7,3,1,1,0,0,0,0,0,0,treward,OA
AR,10,8,1,0,0,0,0,0,1,1,0,treward,OA
AR,11,1,2,2,1,0,0,0,0,0,0,treward,low_sugar
AR,11,2,1,0,3,1,1,0,0,1,2,treward,low_sugar
AR,11,3,1,2,1,1,0,0,1,0,0,treward,low_sugar
AR,11,4,4,0,0,0,0,0,0,0,0,treward,low_sugar
AR,11,5,3,0,4,0,0,0,0,0,0,treward,low_sugar
AR,11,6,0,4,3,0,1,0,0,0,0,treward,low_sugar
AR,11,7,0,0,0,0,0,0,0,0,0,treward,low_sugar
AR,11,8,5,0,4,0,0,0,0,0,0,treward,low_sugar
AR,32,1,3,1,3,0,0,1,0,0,0,treward,control
AR,32,2,0,3,1,1,1,1,2,1,0,treward,control
AR,32,3,1,3,1,0,0,0,0,0,0,treward,control
AR,32,4,0,1,2,1,1,1,1,0,0,treward,control
AR,32,5,2,2,8,3,0,1,0,2,0,treward,control
AR,32,6,1,1,3,2,1,0,2,0,0,treward,control
AR,32,7,0,1,2,0,0,0,0,0,0,treward,control
AR,32,8,0,2,1,1,0,0,0,0,0,treward,control
AR,23,1,0,1,1,1,0,0,0,1,0,treward,OA_low_sugar
AR,23,2,0,2,3,1,0,3,1,0,0,treward,OA_low_sugar
AR,23,3,3,2,2,0,0,0,0,0,0,treward,OA_low_sugar
AR,23,4,0,0,0,1,0,0,0,1,0,treward,OA_low_sugar
AR,23,5,0,0,7,4,0,1,0,1,0,treward,OA_low_sugar
AR,23,6,0,0,1,2,0,0,0,1,0,treward,OA_low_sugar
AR,23,7,0,0,3,4,0,0,0,3,0,treward,OA_low_sugar
AR,23,8,0,0,1,3,0,0,2,1,0,treward,OA_low_sugar
AR,27,1,0,0,1,0,0,0,0,0,1,treward,OA_low_sugar
AR,27,2,0,5,8,2,0,1,1,0,0,treward,OA_low_sugar
AR,27,3,1,4,3,3,0,0,0,0,0,treward,OA_low_sugar
AR,27,4,1,2,2,0,0,0,0,0,0,treward,OA_low_sugar
AR,27,5,0,0,3,3,0,0,1,0,0,treward,OA_low_sugar
AR,27,6,1,0,1,0,0,0,0,0,0,treward,OA_low_sugar
AR,27,7,0,0,3,2,1,0,1,0,0,treward,OA_low_sugar
AR,27,8,2,1,3,2,0,1,0,0,0,treward,OA_low_sugar
OZ,32,1,0,5,0,0,0,0,4,0,0,treward,control
OZ,32,2,0,6,1,0,0,0,3,1,0,treward,control
OZ,32,3,0,0,0,0,1,0,1,1,0,treward,control
OZ,32,4,1,1,2,2,1,1,5,1,1,treward,control
OZ,32,5,1,6,0,0,1,5,5,0,0,treward,control
OZ,32,6,0,0,0,0,1,0,3,1,0,treward,control
OZ,32,7,3,1,0,0,1,0,3,0,0,treward,control
OZ,32,8,0,2,0,2,1,0,2,2,0,treward,control
OZ,31,1,0,0,0,0,1,1,1,1,0,treward,low_sugar
OZ,31,2,0,5,0,3,1,0,4,1,1,treward,low_sugar
OZ,31,3,0,2,0,0,1,0,2,1,0,treward,low_sugar
OZ,31,4,0,2,0,0,0,0,2,1,0,treward,low_sugar
OZ,31,5,0,3,1,3,2,3,3,2,1,treward,low_sugar
OZ,31,6,0,4,1,1,2,2,5,2,0,treward,low_sugar
OZ,31,7,0,2,4,5,2,2,7,0,1,treward,low_sugar
OZ,31,8,1,0,0,2,1,0,1,3,0,treward,low_sugar
OZ,30,1,0,3,0,0,1,0,2,0,0,treward,OA_low_sugar
OZ,30,2,0,4,1,0,2,1,6,1,0,treward,OA_low_sugar
OZ,30,3,0,6,0,0,1,0,5,1,0,treward,OA_low_sugar
OZ,30,4,0,4,0,0,0,0,1,0,0,treward,OA_low_sugar
OZ,30,5,0,0,0,1,0,0,1,1,0,treward,OA_low_sugar
OZ,30,6,0,7,0,0,0,0,5,0,0,treward,OA_low_sugar
OZ,30,7,0,0,0,0,0,0,1,1,0,treward,OA_low_sugar
OZ,30,8,0,5,0,0,0,2,4,0,0,treward,OA_low_sugar
OZ,29,1,2,9,0,0,1,2,9,1,0,treward,control
OZ,29,2,0,7,1,0,0,1,2,0,0,treward,control
OZ,29,3,0,3,0,0,0,0,1,1,0,treward,control
OZ,29,4,0,5,0,0,0,0,3,0,2,treward,control
OZ,29,5,0,1,0,3,1,3,3,1,0,treward,control
OZ,29,6,0,0,0,3,0,1,2,2,0,treward,control
OZ,29,7,0,1,0,0,0,2,2,1,0,treward,control
OZ,29,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,treward,control
OZ,28,1,0,7,0,3,0,2,1,1,0,treward,OA
OZ,28,2,0,7,0,1,1,2,3,0,0,treward,OA
OZ,28,3,0,0,0,0,1,0,1,1,0,treward,OA
OZ,28,4,0,1,1,2,1,4,4,1,0,treward,OA
OZ,28,5,0,5,0,0,0,0,3,0,0,treward,OA
OZ,28,6,1,3,0,0,0,3,6,1,0,treward,OA
OZ,28,7,0,3,0,0,2,2,7,2,0,treward,OA
OZ,28,8,0,0,0,0,2,1,2,2,0,treward,OA
OZ,27,1,0,0,1,2,0,1,2,2,0,treward,OA_low_sugar
OZ,27,2,0,3,0,0,0,0,1,0,0,treward,OA_low_sugar
OZ,27,3,0,3,2,0,1,7,8,1,0,treward,OA_low_sugar
OZ,27,4,0,0,0,0,0,0,1,1,0,treward,OA_low_sugar
OZ,27,5,0,5,3,0,0,1,3,0,0,treward,OA_low_sugar
OZ,27,6,0,0,0,2,0,0,0,2,0,treward,OA_low_sugar
OZ,27,7,0,8,1,0,0,0,3,0,0,treward,OA_low_sugar
OZ,27,8,0,0,2,1,1,1,3,1,0,treward,OA_low_sugar
OZ,26,1,0,2,0,0,0,0,2,0,0,treward,low_sugar
OZ,26,2,0,1,0,2,0,1,2,0,0,treward,low_sugar
OZ,26,3,0,2,0,0,0,1,2,0,0,treward,low_sugar
OZ,26,4,0,5,1,2,1,5,4,1,0,treward,low_sugar
OZ,26,5,0,0,0,1,0,0,1,1,0,treward,low_sugar
OZ,26,6,0,3,0,0,0,0,2,0,0,treward,low_sugar
OZ,26,7,0,2,2,0,0,1,5,0,0,treward,low_sugar
OZ,26,8,0,5,0,0,0,0,5,0,0,treward,low_sugar
OZ,25,1,0,2,0,0,0,1,3,2,0,treward,OA
OZ,25,2,0,2,0,2,1,2,4,2,0,treward,OA
OZ,25,3,0,3,0,1,0,1,4,2,0,treward,OA
OZ,25,4,0,2,1,4,2,1,7,2,0,treward,OA
OZ,25,5,0,2,0,1,0,3,2,1,0,treward,OA
OZ,25,6,1,2,5,1,0,8,7,0,0,treward,OA
OZ,25,7,0,0,0,0,2,0,2,2,0,treward,OA
OZ,25,8,0,0,0,0,1,0,1,1,0,treward,OA
OZ,24,1,0,4,0,0,0,3,8,0,0,treward,low_sugar
OZ,24,2,0,5,2,3,2,5,8,0,2,treward,low_sugar
OZ,24,3,0,7,0,0,0,1,5,0,0,treward,low_sugar
OZ,24,4,0,8,0,0,0,1,4,0,0,treward,low_sugar
OZ,24,5,0,4,1,0,0,0,2,0,0,treward,low_sugar
OZ,24,6,0,0,0,0,0,0,1,1,0,treward,low_sugar
OZ,24,7,1,0,1,1,3,2,5,2,0,treward,low_sugar
OZ,24,8,0,0,0,1,0,0,1,1,0,treward,low_sugar
OZ,23,1,0,7,0,0,0,1,7,0,0,treward,OA
OZ,23,2,0,1,0,0,2,1,3,1,0,treward,OA
OZ,23,3,1,6,0,0,0,0,5,0,0,treward,OA
OZ,23,4,2,8,0,0,0,4,8,1,0,treward,OA
OZ,23,5,0,0,0,0,1,0,2,1,0,treward,OA
OZ,23,6,0,2,0,0,0,3,8,1,0,treward,OA
OZ,23,7,0,3,0,0,2,0,5,2,0,treward,OA
OZ,23,8,1,5,1,0,1,1,8,0,0,treward,OA
OZ,22,1,0,5,2,0,2,3,4,0,0,treward,control
OZ,22,2,0,0,0,1,0,0,1,1,0,treward,control
OZ,22,3,0,7,1,0,1,2,3,0,0,treward,control
OZ,22,4,0,1,0,0,0,1,3,1,0,treward,control
OZ,22,5,0,0,0,1,0,0,1,1,0,treward,control
OZ,22,6,0,3,0,0,0,0,4,1,0,treward,control
OZ,22,7,0,0,0,1,0,0,1,1,0,treward,control
OZ,22,8,0,5,0,1,0,5,3,0,0,treward,control
OZ,21,1,0,1,0,0,1,1,2,1,0,treward,low_sugar
OZ,21,2,0,0,0,0,0,0,1,1,0,treward,low_sugar
OZ,21,3,2,2,0,0,0,1,5,1,0,treward,low_sugar
OZ,21,4,0,11,0,0,1,2,8,0,0,treward,low_sugar
OZ,21,5,1,3,0,0,0,0,5,0,0,treward,low_sugar
OZ,21,6,0,12,1,0,0,0,8,0,0,treward,low_sugar
OZ,21,7,0,3,1,0,0,1,6,1,0,treward,low_sugar
OZ,21,8,1,6,2,0,0,0,5,0,0,treward,low_sugar
OZ,20,1,0,0,0,3,0,0,1,2,0,treward,OA_low_sugar
OZ,20,2,0,1,1,3,1,1,4,2,0,treward,OA_low_sugar
OZ,20,3,1,2,1,1,3,0,4,3,0,treward,OA_low_sugar
OZ,20,4,1,4,3,1,2,2,9,1,0,treward,OA_low_sugar
OZ,20,5,0,0,0,0,1,1,1,1,0,treward,OA_low_sugar
OZ,20,6,0,0,0,1,0,0,1,1,0,treward,OA_low_sugar
OZ,20,7,0,0,0,2,1,0,3,1,0,treward,OA_low_sugar
OZ,20,8,1,0,0,0,0,0,1,0,0,treward,OA_low_sugar
OZ,19,1,0,0,0,2,1,0,2,2,0,treward,control
OZ,19,2,1,4,0,5,2,1,8,2,0,treward,control
OZ,19,3,0,0,0,0,1,0,2,2,0,treward,control
OZ,19,4,0,1,0,3,0,0,1,1,0,treward,control
OZ,19,5,0,8,0,0,0,0,3,0,0,treward,control
OZ,19,6,0,0,0,0,1,2,3,2,0,treward,control
OZ,19,7,0,5,0,0,1,0,8,0,0,treward,control
OZ,19,8,0,0,0,2,1,0,2,1,0,treward,control
OZ,18,1,0,8,0,1,0,2,8,1,0,treward,OA
OZ,18,2,1,0,0,0,0,0,1,1,0,treward,OA
OZ,18,3,0,7,0,0,1,0,4,1,0,treward,OA
OZ,18,4,0,5,0,0,1,2,3,0,0,treward,OA
OZ,18,5,1,2,0,1,2,1,2,1,0,treward,OA
OZ,18,6,0,3,0,0,2,0,3,2,0,treward,OA
OZ,18,7,0,0,0,0,0,0,1,1,0,treward,OA
OZ,18,8,0,4,1,1,2,7,7,0,0,treward,OA
OZ,17,1,1,6,3,0,1,3,7,2,0,treward,OA_low_sugar
OZ,17,2,0,2,0,0,3,0,4,1,0,treward,OA_low_sugar
OZ,17,3,0,2,0,1,2,1,2,2,0,treward,OA_low_sugar
OZ,17,4,0,0,1,2,0,3,3,1,0,treward,OA_low_sugar
OZ,17,5,0,0,0,1,1,1,1,1,0,treward,OA_low_sugar
OZ,17,6,0,0,2,0,1,2,3,2,0,treward,OA_low_sugar
OZ,17,7,0,2,5,1,1,4,3,0,0,treward,OA_low_sugar
OZ,17,8,0,3,0,3,2,3,2,2,1,treward,OA_low_sugar
OZ,16,1,0,3,0,2,0,2,3,0,0,treward,OA_low_sugar
OZ,16,2,0,0,0,0,0,0,1,1,0,treward,OA_low_sugar
OZ,16,3,0,0,0,1,0,0,1,1,0,treward,OA_low_sugar
OZ,16,4,1,2,4,1,1,2,6,2,0,treward,OA_low_sugar
OZ,16,5,0,0,0,0,0,0,1,1,0,treward,OA_low_sugar
OZ,16,6,0,3,1,0,1,3,5,1,0,treward,OA_low_sugar
OZ,16,7,0,0,0,0,0,0,1,1,0,treward,OA_low_sugar
OZ,16,8,0,3,2,0,0,0,1,0,0,treward,OA_low_sugar
OZ,15,1,0,4,0,0,0,4,4,0,0,treward,OA
OZ,15,2,0,0,1,0,1,0,1,1,0,treward,OA
OZ,15,3,0,2,0,0,1,3,6,1,0,treward,OA
OZ,15,4,0,1,0,2,1,2,2,1,0,treward,OA
OZ,15,5,0,10,0,1,0,0,2,0,0,treward,OA
OZ,15,6,0,3,1,0,0,0,0,0,0,treward,OA
OZ,15,7,0,9,0,0,0,0,6,0,0,treward,OA
OZ,15,8,0,5,0,0,1,0,6,0,0,treward,OA
OZ,14,1,0,6,0,1,1,2,6,1,0,treward,OA
OZ,14,2,2,6,3,0,1,5,8,0,0,treward,OA
OZ,14,3,0,3,1,0,0,0,2,0,0,treward,OA
OZ,14,4,0,5,1,0,0,3,6,0,0,treward,OA
OZ,14,5,0,3,0,0,0,0,2,0,0,treward,OA
OZ,14,6,0,5,0,0,0,0,4,0,0,treward,OA
OZ,14,7,0,4,0,0,0,0,4,0,0,treward,OA
OZ,14,8,0,4,0,0,0,0,2,0,0,treward,OA
OZ,13,1,0,4,0,0,0,0,1,0,0,treward,low_sugar
OZ,13,2,0,7,0,0,0,0,10,1,0,treward,low_sugar
OZ,13,3,0,1,0,0,0,1,2,1,0,treward,low_sugar
OZ,13,4,1,2,0,1,1,0,1,1,0,treward,low_sugar
OZ,13,5,0,9,0,2,0,0,14,1,0,treward,low_sugar
OZ,13,6,1,6,0,0,0,3,5,0,0,treward,low_sugar
OZ,13,7,0,1,0,1,0,0,2,1,0,treward,low_sugar
OZ,13,8,4,4,0,0,0,0,1,0,0,treward,low_sugar
OZ,12,1,0,2,1,2,5,3,6,0,0,treward,low_sugar
OZ,12,2,1,1,1,1,2,1,4,0,0,treward,low_sugar
OZ,12,3,0,2,0,0,0,0,2,1,0,treward,low_sugar
OZ,12,4,0,0,0,1,0,0,1,1,0,treward,low_sugar
OZ,12,5,0,1,0,0,1,0,3,3,0,treward,low_sugar
OZ,12,6,1,1,0,0,0,1,3,1,0,treward,low_sugar
OZ,12,7,1,1,1,2,1,1,6,2,0,treward,low_sugar
OZ,12,8,0,5,1,0,0,0,4,0,0,treward,low_sugar
OZ,11,1,0,2,1,0,1,1,3,1,0,treward,control
OZ,11,2,0,0,0,1,0,0,1,1,0,treward,control
OZ,11,3,0,0,0,1,0,0,1,1,0,treward,control
OZ,11,4,0,3,0,0,0,1,5,0,0,treward,control
OZ,11,5,0,0,0,0,1,0,1,1,0,treward,control
OZ,11,6,0,9,0,0,0,0,4,0,0,treward,control
OZ,11,7,2,2,0,0,0,0,1,0,0,treward,control
OZ,11,8,0,6,1,0,0,0,3,0,0,treward,control
OZ,10,1,0,4,0,0,0,0,4,0,0,treward,control
OZ,10,2,0,6,0,0,0,0,2,0,0,treward,control
OZ,10,3,0,1,0,2,0,1,4,1,0,treward,control
OZ,10,4,0,3,1,1,0,1,6,0,0,treward,control
OZ,10,5,0,5,0,0,0,1,3,0,0,treward,control
OZ,10,6,1,1,0,0,1,1,3,1,0,treward,control
OZ,10,7,0,3,0,1,0,1,5,0,0,treward,control
OZ,10,8,0,9,0,0,2,2,8,1,0,treward,control
OZ,9,1,1,2,0,0,0,1,3,1,0,treward,OA_low_sugar
OZ,9,2,0,0,0,0,1,0,1,1,0,treward,OA_low_sugar
OZ,9,3,0,2,0,0,0,0,1,0,1,treward,OA_low_sugar
OZ,9,4,0,0,0,0,0,0,2,2,0,treward,OA_low_sugar
OZ,9,5,0,6,0,0,1,2,6,0,0,treward,OA_low_sugar
OZ,9,6,0,2,0,0,0,1,2,0,0,treward,OA_low_sugar
OZ,9,7,0,0,0,1,0,0,1,1,0,treward,OA_low_sugar
OZ,9,8,0,5,4,1,1,5,3,0,0,treward,OA_low_sugar
OZ,8,1,0,1,0,0,1,2,5,0,0,treward,control
OZ,8,2,0,2,0,0,0,0,1,0,0,treward,control
OZ,8,3,0,1,0,1,2,5,5,0,0,treward,control
OZ,8,4,0,1,0,1,0,1,3,1,0,treward,control
OZ,8,5,0,4,1,0,0,3,4,0,0,treward,control
OZ,8,6,0,4,2,0,0,4,4,0,0,treward,control
OZ,8,7,1,0,0,0,0,0,2,1,1,treward,control
OZ,8,8,0,2,2,1,0,4,4,0,0,treward,control
OZ,7,1,0,2,0,2,0,4,6,0,0,treward,OA_low_sugar
OZ,7,2,0,2,1,0,1,1,5,2,0,treward,OA_low_sugar
OZ,7,3,0,7,0,0,0,0,4,0,0,treward,OA_low_sugar
OZ,7,4,0,6,0,0,0,1,6,1,0,treward,OA_low_sugar
OZ,7,5,0,4,0,0,0,0,3,1,0,treward,OA_low_sugar
OZ,7,6,0,5,0,0,1,1,7,1,0,treward,OA_low_sugar
OZ,7,7,1,3,0,0,2,1,3,1,0,treward,OA_low_sugar
OZ,7,8,1,6,0,0,0,0,4,0,0,treward,OA_low_sugar
OZ,6,1,0,3,0,0,0,0,3,1,0,treward,OA_low_sugar
OZ,6,2,0,0,0,1,1,0,1,2,0,treward,OA_low_sugar
OZ,6,3,1,7,1,0,0,1,5,0,0,treward,OA_low_sugar
OZ,6,4,0,1,0,1,0,0,1,1,0,treward,OA_low_sugar
OZ,6,5,0,5,0,3,1,0,5,1,0,treward,OA_low_sugar
OZ,6,6,1,1,1,2,0,2,4,1,0,treward,OA_low_sugar
OZ,6,7,0,0,0,0,1,0,1,1,0,treward,OA_low_sugar
OZ,6,8,0,1,0,1,1,3,4,1,0,treward,OA_low_sugar
OZ,5,1,0,1,0,1,0,0,5,0,0,treward,OA
OZ,5,2,0,3,0,0,0,0,3,0,0,treward,OA
OZ,5,3,0,1,0,3,0,0,4,2,0,treward,OA
OZ,5,4,1,7,1,0,0,0,3,0,0,treward,OA
OZ,5,5,0,5,1,0,0,3,1,0,1,treward,OA
OZ,5,6,1,3,0,0,1,2,6,1,0,treward,OA
OZ,5,7,0,0,0,4,0,1,2,2,0,treward,OA
OZ,5,8,0,2,0,0,1,1,3,1,0,treward,OA
OZ,4,1,0,0,0,1,0,0,1,1,0,treward,OA
OZ,4,2,0,0,0,1,0,0,1,1,0,treward,OA
OZ,4,3,0,0,1,1,2,1,4,1,0,treward,OA
OZ,4,4,1,1,0,0,2,0,3,1,0,treward,OA
OZ,4,5,0,0,1,2,1,1,4,1,0,treward,OA
OZ,4,6,0,3,0,0,1,0,4,1,0,treward,OA
OZ,4,7,0,3,0,0,0,0,2,0,0,treward,OA
OZ,4,8,0,1,0,2,1,1,5,2,0,treward,OA
OZ,3,1,0,3,0,0,0,0,1,0,0,treward,low_sugar
OZ,3,2,0,2,0,0,0,0,2,1,0,treward,low_sugar
OZ,3,3,0,6,0,0,1,0,6,1,0,treward,low_sugar
OZ,3,4,0,6,0,0,0,0,4,0,0,treward,low_sugar
OZ,3,5,2,2,0,3,0,1,5,0,0,treward,low_sugar
OZ,3,6,0,2,0,0,1,0,4,2,0,treward,low_sugar
OZ,3,7,1,3,0,0,0,0,1,0,0,treward,low_sugar
OZ,3,8,0,4,0,2,1,1,4,1,0,treward,low_sugar
OZ,2,1,0,9,0,0,0,1,5,0,0,treward,low_sugar
OZ,2,2,0,0,0,0,0,1,3,2,0,treward,low_sugar
OZ,2,3,0,1,0,3,1,3,5,1,0,treward,low_sugar
OZ,2,4,1,0,0,0,1,0,2,1,0,treward,low_sugar
OZ,2,5,0,4,0,0,0,1,7,2,0,treward,low_sugar
OZ,2,6,0,1,0,2,0,1,3,1,0,treward,low_sugar
OZ,2,7,0,7,0,0,1,1,10,1,0,treward,low_sugar
OZ,2,8,1,8,0,0,3,3,9,1,0,treward,low_sugar
OZ,1,1,0,5,1,0,0,2,2,0,0,treward,control
OZ,1,2,0,0,0,0,0,0,1,1,0,treward,control
OZ,1,3,0,3,0,0,0,1,4,1,0,treward,control
OZ,1,4,0,0,0,0,0,0,1,1,0,treward,control
OZ,1,5,0,2,0,0,0,1,4,1,0,treward,control
OZ,1,6,0,0,0,1,1,0,1,1,0,treward,control
OZ,1,7,0,0,0,2,2,0,1,1,0,treward,control
OZ,1,8,0,0,0,0,0,0,2,2,0,treward,control